moped_component_id,component_name,component_name_full,component_subtype,component_work_types,type_name,line_geometry,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
2555,Crossing Island,Crossing Island - Bike/Ped,Bike/Ped,Modification,NA,"LINESTRING (622711.083967036 3356080.065413029, 622710.9494350998 3356078.699775382, 622710.5510512242 3356077.386700239, 622709.9042106329 3356076.176461131, 622709.0336764129 3356075.115668407, 622707.9729302496 3356074.245155936, 622706.7627490649 3356073.598302466, 622705.4495831166 3356073.199904941, 622704.0839291335 3356073.065495153, 622702.7183263333 3356073.199987085, 622701.4051377545 3356073.598316995, 622700.1949183675 3356074.245203376, 622699.1341976415 3356075.115676218, 622698.2636366945 3356076.176497218, 622697.6167722512 3356077.38669986, 622697.2184534998 3356078.69978867, 622697.0839568967 3356080.065502717, 622697.2183956426 3356081.431028231, 622697.6167796794 3356082.744213674, 622698.2636211715 3356083.954452032, 622699.1341556475 3356085.015243898, 622700.1949013829 3356085.885755532, 622701.4051776601 3356086.532609399, 622702.7182472108 3356086.930894583, 622704.0838982124 3356087.065415086, 622705.4495954487 3356086.930924463, 622706.7626864815 3356086.532593999, 622707.9729049678 3356085.885708367, 622709.0336254367 3356085.015236382, 622709.9041868114 3356083.954416218, 622710.5510523013 3356082.74421426, 622710.9494686971 3356081.431126965, 622711.083967036 3356080.065413029)",2023-08-31 05:00:00+00:00,0.10362265560538753,4.883565459610027,4.77994280400464,0.0,0.0,0.0,0.11398492116592628,4.883565459610027,4.769580538444101,0.0,0.0,0.0,50339.88609309726,1635994.4289693593,1585654.542876262
2557,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((628453.4636764161 3353312.232801227, 628418.7536071499 3353247.48632129, 628392.4247148981 3353197.329551743, 628338.1486255144 3353094.496152263, 628336.1198754982 3353084.361722203, 628332.1670557972 3353072.66339763, 628335.554006143 3353064.050111378, 628328.7637437412 3353053.973991001, 628331.457524373 3353040.607017497, 628314.3349195817 3353016.370810488, 628316.4443710161 3353007.138186153, 628340.3428263182 3352962.3992823, 628352.6711949725 3352932.088219862, 628374.6815565941 3352914.675352618, 628385.3227399543 3352902.163667961, 628394.2874355615 3352882.370482899, 628403.3841543014 3352873.369905053, 628404.5646530332 3352866.053493062, 628391.464635478 3352859.22932187, 628392.6946019683 3352830.00640353, 628410.8764423772 3352811.052968487, 628422.8213340297 3352775.349589123, 628437.956929556 3352766.91010634, 628440.662392191 3352754.495438003, 628442.8485058295 3352725.578392515, 628498.3452445916 3352642.673406372, 628600.7766705595 3352607.450537302, 628667.2617178183 3352617.999534934, 628666.9415507853 3352618.07047065))",2022-09-30 05:00:00+00:00,0.09183577257917509,NA,NA,0.0,NA,NA,0.18367154515835019,NA,NA,0.0,NA,NA,52162.71882497145,NA,NA
2559,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (621652.438560231 3356283.176402782, 621652.3039964117 3356281.810783146, 621651.9056891161 3356280.497641555, 621651.2588432932 3356279.287469419, 621650.3882284095 3356278.226652905, 621649.3275203429 3356277.356135514, 621648.1173060099 3356276.70928981, 621646.8041331253 3356276.310909267, 621645.4384999855 3356276.176409927, 621644.0728464683 3356276.310921276, 621642.7597274369 3356276.709265855, 621641.5495029637 3356277.356155182, 621640.4887951942 3356278.226615901, 621639.6182611187 3356279.287405884, 621638.971335395 3356280.497665258, 621638.573055682 3356281.810787602, 621638.4385022296 3356283.176397686, 621638.572971615 3356284.542016023, 621638.9713764552 3356285.85515816, 621639.618221943 3356287.065440375, 621640.4887421831 3356288.126144129, 621641.5495459593 3356288.996661757, 621642.759758009 3356289.643617602, 621644.0729306255 3356290.041886887, 621645.4385620297 3356290.176386115, 621646.8041177085 3356290.041873917, 621648.1173314664 3356289.643530938, 621649.3274589027 3356288.996641288, 621650.3882625535 3356288.1261825, 621651.2587970537 3356287.065393351, 621651.9056264512 3356285.855244418, 621652.3040050416 3356284.542012753, 621652.438560231 3356283.176402782)",2023-03-10 06:00:00+00:00,0.15747368252967078,1.5266457680250785,1.3691720854954077,0.0,0.0,0.0,0.11081481363199056,1.5266457680250785,1.4158309543930878,0.0,0.0,0.0,38907.664302053105,2061735.1097178683,2022827.445415815
2560,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (621683.2078183983 3356164.066523069, 621683.0733522603 3356162.700904272, 621682.6750434769 3356161.387761794, 621682.028098295 3356160.177476248, 621681.1575710517 3356159.116769564, 621680.0968532035 3356158.246249618, 621678.8866269422 3356157.599400979, 621677.5734404417 3356157.201017226, 621676.2078886583 3356157.066515602, 621674.842219764 3356157.201023575, 621673.5290853508 3356157.599364888, 621672.3188460818 3356158.246251185, 621671.2581234329 3356159.116820055, 621670.38757863 3356160.17749699, 621669.74064308 3356161.387754683, 621669.3423560578 3356162.700875952, 621669.2078942297 3356164.066486678, 621669.3423620707 3356165.432105251, 621669.740672263 3356166.745247204, 621670.3875222094 3356167.955530927, 621671.258145846 3356169.016237824, 621672.3188632671 3356169.886756935, 621673.5290872448 3356170.533715716, 621674.8421773399 3356170.931987137, 621676.2078235256 3356171.066489721, 621677.573490718 3356170.931981971, 621678.8866237225 3356170.533641187, 621680.0968620901 3356169.886755638, 621681.1575832459 3356169.016298454, 621682.0281297124 3356167.955511528, 621682.6749701716 3356166.745253448, 621683.0733548357 3356165.432133685, 621683.2078183983 3356164.066523069)",2023-03-10 06:00:00+00:00,0.13246894550729893,NA,NA,0.0,NA,NA,0.13246894550729893,NA,NA,0.0,NA,NA,30865.264303200653,NA,NA
2563,Sidewalk,Sidewalk,NA,NA,NA,"MULTILINESTRING ((621648.2004630369 3356281.872851893, 621639.3355635793 3356257.853174599, 621642.8927902447 3356237.174152713, 621675.6911343314 3356167.247577667, 621678.3717384571 3356165.786235312, 621678.8450147622 3356165.542346009))",2023-03-10 06:00:00+00:00,0.1552218720118993,0.7457886676875957,0.5905667956756964,0.0,0.0,0.0,0.05174062400396643,0.0,-0.05174062400396643,0.0,0.0,0.0,25249.424513935617,38035.22205206738,12785.797538131763
2564,Sidewalk,Sidewalk,NA,NA,NA,"MULTILINESTRING ((621850.7767530283 3356173.761248354, 621807.7492752934 3356094.918685803, 621809.6964168855 3356098.387032769, 621807.0119191986 3356099.530963249, 621807.0912528586 3356099.530075931))",2023-03-10 06:00:00+00:00,0.1377132623244415,4.758957654723127,4.621244392398685,0.0,0.0,0.0,0.04131397869733245,4.758957654723127,4.717643676025794,0.0,0.0,0.0,33505.63672353662,1351543.973941368,1318038.3372178315
2566,Pedestrian,Pedestrian - Zone,Zone,NA,NA,"MULTILINESTRING ((621637.8791291348 3356184.058938195, 621648.8532039875 3356159.797146732, 621653.5157665784 3356151.644722185, 621653.5137877006 3356151.485976034))",2023-03-10 06:00:00+00:00,0.13246894550729893,NA,NA,0.0,NA,NA,0.13246894550729893,NA,NA,0.0,NA,NA,30865.264303200653,NA,NA
2567,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,Modification,NA,"MULTILINESTRING ((617505.7172199128 3344732.028745115, 617586.9109569438 3344881.511744461, 617611.3371886782 3344905.974859896, 617675.7730615457 3344931.218434891, 617721.5892368705 3344939.546920799, 617777.9490418985 3344927.428902273, 617963.3377181009 3344822.938594657))",2023-01-05 06:00:00+00:00,0.15288408993136166,0.8157453936348409,0.6628613037034792,0.0,0.0,0.0,0.12457222142555394,0.8157453936348409,0.691173172209287,0.0,0.0,0.0,50921.72669454575,190068.67671691795,139146.95002237218
2568,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((627613.1319791207 3359066.480670763, 627852.1717421958 3359506.762923641, 627931.4388131904 3359654.375523003, 627958.1353889271 3359760.722661305, 627918.2529841798 3360238.698832312, 627929.1392023284 3360298.252152568, 628042.5348767536 3360536.882854459, 628142.4583166955 3360712.182180309, 628209.7550786326 3360815.494278306, 628652.3835434701 3361080.585521346, 628737.0074072831 3361146.858748179, 628849.3959279398 3361302.957729989, 628888.1543496648 3361357.091394667, 628942.3355627439 3361426.27611015, 629094.2400176047 3361490.458341656, 629246.1290304633 3361553.3708704, 629320.3317066844 3361598.182679823, 629376.866510811 3361652.099644497, 629705.9341163218 3362081.129396345, 629749.2611073602 3362197.434246988, 629839.8946581074 3362443.964800481))",2023-07-20 05:00:00+00:00,0.16693959518644247,1.7312135874395183,1.5642739922530757,0.0015191671958321358,0.0,-0.0015191671958321358,0.1331803241679506,1.4715315493235905,1.33835122515564,0.0016879635509245954,0.0,-0.0016879635509245954,71089.93531803007,728170.0750469044,657080.1397288743
2569,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((625482.9960954102 3348937.428110278, 625182.0783139098 3348388.310398784, 625144.4182669189 3348320.197743664, 625106.4479581774 3348239.707613269, 624717.8185585559 3347532.209390218, 624657.0004750313 3347411.028977701))",2023-09-29 05:00:00+00:00,0.15129265321590327,3.4074477182616807,3.2561550650457773,0.0014881244578613436,0.0,-0.0014881244578613436,0.126986620404168,3.4074477182616807,3.2804610978575126,0.0014881244578613436,0.0,-0.0014881244578613436,68700.25768014083,1025641.7631967659,956941.5055166251
2570,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((627322.9104982379 3364205.344518363, 627438.6964356151 3364223.616624424, 627489.5245465707 3364226.171645705, 627569.2161475961 3364200.436395717, 627710.6912586093 3364138.389932382, 627758.004439122 3364113.04948045, 627800.0839053735 3364075.073467441, 627825.0993919672 3364043.655328793, 627855.5885849823 3363992.486409738, 627873.9997736914 3363940.194888214, 627876.5238391004 3363886.827254489, 627874.3018188311 3363756.686963765))",2024-07-01 05:00:00+00:00,0.13544563358559963,30.975265017667848,30.839819384082247,0.0,0.0,0.0,0.10526862713906707,61.950530035335696,61.84526140819663,0.0,0.0,0.0,48063.54977915524,14434473.498233218,14386409.948454063
2571,Pavement Marking,Pavement Marking - Stop Bar,Stop Bar,New,NA,"LINESTRING (624327.3065249122 3349172.879192465, 624327.1719644531 3349171.513542844, 624326.7736673787 3349170.200314413, 624326.1267407174 3349168.990111629, 624325.2562479952 3349167.929440233, 624324.1954990817 3349167.058803492, 624322.9852881629 3349166.412028491, 624321.6720949145 3349166.013696312, 624320.3064491014 3349165.879123439, 624318.9408217308 3349166.013672718, 624317.6277098514 3349166.411955704, 624316.4175088039 3349167.058806021, 624315.3567793383 3349167.92937051, 624314.4862148197 3349168.990194535, 624313.8393780165 3349170.20031603, 624313.4410405039 3349171.513463447, 624313.3064966826 3349172.879156372, 624313.44096264 3349174.244804675, 624313.8393585776 3349175.557922847, 624314.4861899361 3349176.768123787, 624315.3567778524 3349177.828906248, 624316.4175275982 3349178.699431328, 624317.627736212 3349179.346316473, 624318.9408317589 3349179.744647128, 624320.3064771006 3349179.879109066, 624321.6721015127 3349179.744670836, 624322.9853094483 3349179.346278646, 624324.1955095985 3349178.699429078, 624325.25623881 3349177.828865443, 624326.1268024963 3349176.768153078, 624326.7736416045 3349175.55792144, 624327.1719806197 3349174.244774452, 624327.3065249122 3349172.879192465)",2018-05-01 05:00:00+00:00,0.14591274531018528,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,22324.650032458347,NA,NA
2572,Pavement Marking,Pavement Marking - Stop Bar,Stop Bar,New,NA,"LINESTRING (624326.9958667975 3349177.497504798, 624326.861402588 3349176.131856265, 624326.463104416 3349174.818738661, 624325.8161780231 3349173.60853588, 624324.9456869251 3349172.547753663, 624323.8849371979 3349171.677227761, 624322.6747280477 3349171.030341946, 624321.3615353536 3349170.632009783, 624319.9958901183 3349170.497436929, 624318.6302633266 3349170.631986229, 624317.3171520063 3349171.030269236, 624316.1069502129 3349171.677230399, 624315.0461262604 3349172.547682988, 624314.1756583157 3349173.608508126, 624313.5287243315 3349174.818739369, 624313.1303869947 3349176.131886799, 624312.9959406957 3349177.49747, 624313.1304066025 3349178.863118309, 624313.5288023773 3349180.17623648, 624314.1756334674 3349181.386437418, 624315.0461248208 3349182.447218779, 624316.1068741202 3349183.317743849, 624317.3170822256 3349183.964628979, 624318.6302734171 3349184.362960712, 624319.995918181 3349184.49742263, 624321.3615420153 3349184.362984382, 624322.6746531919 3349183.964591076, 624323.8849490278 3349183.317742579, 624324.9456777861 3349182.447178926, 624325.8162410976 3349181.386466542, 624326.4630799264 3349180.176234889, 624326.8614187657 3349178.863087889, 624326.9958667975 3349177.497504798)",2018-05-01 05:00:00+00:00,0.14591274531018528,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,22324.650032458347,NA,NA
2573,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((619875.5462725688 3336945.775793396, 619873.4885257671 3336952.033355337, 619869.9684864855 3336957.241510207), (619888.5852643494 3336952.645509793, 619878.5809617187 3336954.71146376, 619869.9684864855 3336957.241510207, 619862.3483930386 3336963.343256689, 619855.9517245311 3336966.056884617, 619846.0641972173 3336967.759266594, 619831.6486976823 3336969.833312852, 619828.0872779478 3336971.668923446, 619827.4949229782 3336974.943899787, 619829.7010096079 3336982.927844738, 619833.1697396223 3336999.329010393, 619835.5703905501 3337014.583882938, 619836.8688154789 3337028.600537334, 619835.2612819228 3337045.254987345, 619831.1957206019 3337062.927916433, 619832.6908223169 3337077.403255406, 619838.1663964366 3337094.135674344, 619850.6765864677 3337106.993538674, 619864.6285300939 3337116.539940258, 619872.9834979645 3337126.319527859, 619878.9228099572 3337140.57572559, 619887.0666356529 3337146.569818925), (619774.4156233738 3337026.875151007, 619800.3404945906 3337021.410404507, 619824.4800424172 3337017.254284813, 619835.5703905501 3337014.583882938, 619863.7470119438 3337008.537801222, 619876.3234047121 3337005.81006566, 619882.2920205594 3337009.854498694, 619888.295227105 3337016.729093348, 619890.4658896278 3337012.012182293, 619894.0947569731 3337005.14599167, 619902.6194920229 3336996.147222355, 619890.5878074714 3337000.828282655, 619876.3234047121 3337005.81006566))",2023-06-06 05:00:00+00:00,0.09766369196831445,NA,NA,0.0,NA,NA,0.09766369196831445,NA,NA,0.0,NA,NA,26076.20575553996,NA,NA
2574,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((619244.2697575281 3336269.955184351, 619243.5210078377 3336277.659179952, 619239.370602502 3336274.442419913, 619236.2038060182 3336274.059681268, 619232.4380068625 3336276.424842304, 619226.6820107624 3336288.406532941, 619223.2325847478 3336290.767815948, 619220.2659819655 3336289.539243678, 619218.6361154048 3336285.553711594, 619215.5351507729 3336273.364377734, 619213.3000565511 3336271.59987214, 619210.1330672391 3336271.217028153, 619206.8879090475 3336273.04873921, 619198.3269326851 3336296.976008851, 619198.2977712536 3336303.195511442, 619199.7783157696 3336320.78051536, 619197.8745874744 3336337.458390923, 619193.7683224304 3336373.808034182, 619187.308205204 3336404.446991524, 619189.9866548342 3336426.127553269, 619203.5250112412 3336448.077162471, 619227.4820556798 3336467.084234972, 619240.9761573558 3336485.415374922, 619246.4195659617 3336503.041092796, 619252.0404157205 3336535.14024421, 619257.8514175414 3336549.946730071, 619274.5864241932 3336570.248765954, 619285.6583750695 3336587.805407675, 619295.6819816164 3336618.24220432, 619313.2999237427 3336644.966913112, 619336.0705421971 3336665.597093094, 619357.948338646 3336679.000263569, 619379.5275476868 3336700.851316294, 619385.3532957652 3336716.863837801, 619386.7626043024 3336732.637377634, 619383.0659819146 3336749.231795819, 619384.5763453208 3336752.0592578, 619398.4233925247 3336763.800670474, 619404.0337348108 3336765.734702156, 619415.746603671 3336766.750532228, 619447.972526346 3336773.596603386, 619483.5443427245 3336788.842478957, 619512.767315058 3336811.001876072, 619536.2630866442 3336825.189361145, 619564.8671267538 3336829.663909867, 619591.0244580054 3336831.353823013, 619624.1052386926 3336840.196485448, 619640.6579196505 3336845.623057886, 619673.1740651559 3336841.203291825, 619695.2813229281 3336840.530166272, 619737.0985041871 3336840.419564927, 619758.2884270879 3336830.509386919, 619782.6700098433 3336818.549440361, 619801.8792280523 3336811.076102149, 619828.5076819095 3336818.389603303, 619846.8360755002 3336837.4657127, 619854.3587937875 3336860.695348105, 619875.561531695 3336933.587655846, 619875.5462725688 3336945.775793396, 619884.3548316183 3336952.255838675, 619895.402298421 3336953.273349789, 619910.6546334211 3336947.980616862, 619929.6540903986 3336939.347966463, 619943.7819516347 3336936.374786886, 619969.9432168766 3336934.242223355, 619987.5172329812 3336930.238724248, 620005.5486787498 3336923.264830401, 620016.0233781794 3336917.865939817, 620031.3180676027 3336916.031395856, 620050.2518875652 3336915.469941868, 620064.771635415 3336917.597711184, 620078.7509706602 3336915.94403512, 620098.1303141159 3336911.424110956, 620103.8587723408 3336904.726365075, 620108.0738751973 3336896.031077249), (620098.1303141159 3336911.424110956, 620106.9875645872 3336910.590840656, 620115.3122684604 3336910.383412931))",2023-06-06 05:00:00+00:00,0.1103627138702489,2.9268781302170286,2.8165154163467796,0.0,0.0,0.0,0.03678757129008297,1.4634390651085143,1.4266514938184314,0.0,0.0,0.0,17952.33478956049,490252.0868113523,472299.7520217918
2575,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((619983.2369550039 3336177.593805369, 619958.1947555722 3336200.696570321, 619947.5558220242 3336209.892238158, 619937.9301310453 3336224.345778782, 619927.7819338754 3336230.583930086, 619910.5699600062 3336236.697976534, 619897.0919033622 3336246.45534048, 619887.4785461432 3336253.319387384, 619867.4756939908 3336260.719224745, 619852.1334949048 3336272.106991305, 619832.1500331827 3336281.081207902, 619808.9872575882 3336285.976894594, 619787.1088140538 3336294.605435421, 619779.6337639799 3336295.329476102, 619767.7399224408 3336296.740185009, 619741.8087532787 3336305.280065327, 619735.5970554329 3336305.883242014, 619723.0540323404 3336305.931719238, 619688.8899331549 3336310.342977227, 619680.0175763154 3336312.098712078, 619639.3143756562 3336310.292082607, 619618.5087030214 3336305.935469032, 619607.6300017013 3336305.245410301, 619575.1929762061 3336305.972548661, 619558.8556404843 3336303.372913384, 619535.8890307714 3336297.395999426, 619512.8000800108 3336294.879235505, 619489.5948987255 3336296.316576465, 619470.5188090802 3336298.691558254, 619450.4081515336 3336297.291194796, 619433.3900291208 3336292.888234771, 619413.050070577 3336286.220148557, 619397.0300590453 3336282.628560614, 619376.0940211661 3336281.073612196, 619355.0337443714 3336282.814080444, 619337.626559183 3336286.980261204, 619328.0794808804 3336287.42683814, 619309.7318171586 3336282.051999019, 619293.6673233393 3336274.837383843, 619273.0546383986 3336272.784276604, 619238.7576861426 3336269.581453571, 619229.9773121327 3336265.406904203, 619223.1994383455 3336263.34891094, 619176.0376190834 3336258.656658598, 619152.1394345219 3336257.302756867, 619128.7392953336 3336256.272077705, 619121.9694761129 3336254.872715482, 619069.1166231378 3336256.179637482, 619028.6347306019 3336258.981721409, 618984.2349022145 3336264.63179413, 618949.6159492969 3336270.64599287))",2023-06-06 05:00:00+00:00,1.3320164108798054,76.22608695652174,74.89407054564194,0.0,0.0,0.0,0.0,76.22608695652174,76.22608695652174,0.0,0.0,0.0,203798.51086461023,21648208.695652176,21444410.184787564
2576,Trail,Trail - Shared Use Path (Paved Dual Trail),Shared Use Path (Paved Dual Trail),New,NA,"MULTILINESTRING ((619902.6194920229 3336996.147222355, 619913.0371356714 3336991.869286147, 619921.2248120701 3336990.673324686, 619941.3234009239 3336991.085588425, 619958.5981900564 3336989.556208822, 619982.753190644 3336984.977867598, 620010.1450284963 3336975.748097093, 620034.3020436595 3336971.334371298, 620057.5194078634 3336970.885042797, 620073.2757606455 3336966.409703996, 620091.7792014952 3336957.618285426, 620109.8815156018 3336956.408091444, 620126.4298815442 3336962.7932218, 620136.9720909996 3336976.334258776, 620145.1390314666 3336997.645159682, 620154.8861774902 3337013.501662057, 620165.060567932 3337023.917863693, 620174.904757373 3337033.718751539, 620178.774424836 3337048.428518958, 620183.4011645896 3337064.710154922, 620197.5760074367 3337094.577769216, 620209.7284961123 3337120.708556888, 620218.0096181666 3337137.900736585, 620228.1619619933 3337146.505352168, 620239.1860231922 3337159.052139137, 620243.1472010844 3337173.167854567, 620246.1587795418 3337190.424607367, 620252.2303820439 3337202.043999203, 620267.9442363676 3337220.956692396, 620274.1664674031 3337231.421272725, 620281.6282789995 3337248.952786759, 620291.9613831318 3337258.872870977, 620303.9029490879 3337265.643858393))",2023-06-06 05:00:00+00:00,0.09812723181802917,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,10008.977645438974,NA,NA
2577,Trail,Trail - Unpaved,Unpaved,NA,NA,"MULTILINESTRING ((607933.6887907872 3341476.970934256, 607921.4367689721 3341479.076942529, 607910.8281877545 3341477.655041944, 607900.3889120476 3341468.000941004, 607891.2292596947 3341452.664524673, 607875.9658283985 3341422.523196237, 607854.3540457045 3341359.739267042, 607845.3066584166 3341314.300836673, 607841.6345811596 3341287.5825141, 607810.375466858 3341277.670979036, 607775.9297960706 3341322.868914008, 607728.3496577694 3341388.299834156, 607694.8128686349 3341430.139284685, 607644.1302764795 3341447.093555055, 607616.3614092694 3341488.270453027, 607593.6562540064 3341532.526724512, 607536.8914857298 3341565.890506771, 607381.5198798691 3341653.233569198, 607307.3733534397 3341703.772980418, 607256.0869038961 3341774.137488178, 607221.3312542967 3341809.116804441, 607140.5576209861 3341831.464938328, 607063.6145590595 3341858.792426183))",2023-06-06 05:00:00+00:00,0.1145987214516361,NA,NA,0.0,NA,NA,0.2291974429032722,NA,NA,0.0,NA,NA,59247.538990495865,NA,NA
2578,Trail,Trail - Unpaved,Unpaved,NA,NA,"MULTILINESTRING ((609036.4206219593 3341577.1368454, 609032.7611609336 3341582.942023222, 609029.0234823985 3341586.225744029, 609028.2722926346 3341579.961182735, 609025.4095311889 3341572.035732176, 609015.0562519089 3341552.868788759, 609002.0258937995 3341528.889903013, 608998.7855606832 3341522.499736908, 608993.1264199547 3341516.560775717, 608991.7766566953 3341509.620502244, 608989.457576837 3341492.362106789, 608980.5156139346 3341476.555067325, 608966.2234142869 3341436.218343775, 608956.4107191126 3341412.405616643, 608945.8828542293 3341393.233915032, 608938.7217664884 3341375.822239428, 608933.612891978 3341357.870921321, 608927.2740435795 3341344.566700811, 608920.9069671062 3341328.946899899, 608906.4944423414 3341307.763820338, 608896.4936264653 3341289.614970875, 608886.9665167016 3341268.114810021, 608877.5150395551 3341252.79003453, 608862.5941183313 3341232.127876458, 608857.5008622286 3341215.463089063, 608850.772698944 3341191.355368758, 608837.3862228489 3341169.902508154, 608823.3944192248 3341162.096077409, 608813.9617115718 3341148.314902941, 608804.6943928958 3341128.323628768), (608757.4139173797 3340993.457827172, 608754.4693769774 3341013.949245478, 608755.2245214833 3341021.84549851, 608760.9703563633 3341033.798091689), (608813.9617115718 3341148.314902941, 608812.5342980076 3341157.853993447, 608804.8970295312 3341164.638212114), (608827.4941306404 3341164.383357143, 608814.1473347099 3341163.495778676, 608804.8970295312 3341164.638212114, 608791.1348263947 3341175.614655383, 608759.8862115119 3341208.67879004, 608727.3417246246 3341240.986799068, 608706.9557282017 3341257.448284779, 608667.2658952234 3341273.631116776, 608614.6953956733 3341288.684761919, 608596.1979947434 3341291.226906109, 608575.7113991061 3341299.454842412, 608506.9400242564 3341308.884160996, 608459.2799360417 3341324.344130737, 608395.3625547058 3341358.499115815, 608332.1557970027 3341385.005586461, 608259.5598901536 3341399.966104703, 608227.3777015043 3341398.751157736, 608160.8260623899 3341381.872411664, 608063.3585851241 3341358.41028312, 608041.90082492 3341350.505113136, 608014.5668181552 3341324.451849939, 607942.5080850318 3341237.374819443, 607920.199501642 3341211.260240287), (607986.9964352724 3341291.135455913, 607989.4092112868 3341300.219468499, 607990.390883689 3341314.306674131), (608000.5421769287 3341307.504338327, 607994.5101200599 3341309.129353935, 607990.390883689 3341314.306674131, 607989.7980262423 3341320.992363364, 607991.6481804694 3341357.401977929, 607996.7427216949 3341379.454688229, 607992.6102396271 3341403.228732395, 607994.9251200508 3341428.130173653, 608004.3005149357 3341471.44156581, 608012.9839318721 3341491.038016452, 608024.8049591272 3341504.162499353, 608027.1324047354 3341511.042993622, 608027.5538062106 3341517.918781343))",2023-06-06 05:00:00+00:00,0.12196513294282971,NA,NA,0.0,NA,NA,0.020327522157138286,NA,NA,0.0,NA,NA,24433.68163288022,NA,NA
2582,Trail,Trail - Unpaved,Unpaved,NA,NA,"MULTILINESTRING ((620896.9617352359 3339111.10450895, 620903.8236405121 3339098.307193105, 620922.7920539766 3339061.981749895, 620941.7625808385 3339054.918652404, 620947.6663523319 3339042.954830454, 620951.5562175509 3339024.378172967, 620960.7184146829 3339016.030780682, 620983.4390306643 3339001.083411152, 620987.0778856531 3338983.024601775))",2023-06-07 05:00:00+00:00,0.07738005914286976,NA,NA,0.0,NA,NA,0.07738005914286976,NA,NA,0.0,NA,NA,183081.21993202984,NA,NA
2583,Trail,Trail - Unpaved,Unpaved,NA,NA,"MULTILINESTRING ((620681.0833433855 3338889.671240201, 620700.2935607632 3338886.978581387, 620731.3869884361 3338864.88376544, 620790.9219449342 3338833.996088096, 620834.875810125 3338811.341630276, 620854.8154640167 3338797.827753937, 620875.7611024083 3338800.787946203, 620894.8100079349 3338813.019588064), (620875.7611024083 3338800.787946203, 620891.8950487975 3338772.040680295, 620900.8907742234 3338751.422990055, 620913.0387431127 3338725.539444331, 620928.0700535681 3338705.24985492, 620950.7252883116 3338683.660611046, 620956.4325588788 3338651.045327313, 620975.4984686236 3338617.512369894, 620970.1879633844 3338594.330744629, 620948.3827177738 3338558.157250272, 620944.8259791285 3338524.273414573, 620943.9128150648 3338501.037857013, 620917.6717059008 3338461.777273754, 620908.6228445901 3338441.154757476, 620902.653324999 3338415.468081837, 620888.5404954967 3338391.766149967, 620865.8099549825 3338382.62041172, 620856.737954934 3338360.113341434, 620851.9480075955 3338328.129260737, 620846.0168889506 3338305.583636494, 620833.368295309 3338298.82758882, 620817.6173414938 3338295.25092136, 620782.9159014885 3338334.630102277, 620756.9168080167 3338366.363343346, 620720.2845898551 3338401.99643205, 620691.2754588729 3338444.447402405, 620657.5456057497 3338460.567941709, 620618.6052677638 3338461.673558925, 620558.3701301105 3338462.085282849), (620524.838969649 3338441.064412404, 620558.3701301105 3338462.085282849, 620550.2671834102 3338489.929778571, 620537.5861414161 3338537.93566885, 620520.9713244269 3338560.254991854, 620525.2875212813 3338584.328319547, 620559.2534405978 3338632.566613488, 620631.3654409052 3338774.83198813, 620667.0282524924 3338830.287348382, 620675.228853745 3338876.026800558, 620689.3024364535 3338908.826826727, 620715.5458220361 3338950.324184365), (620817.6173414938 3338295.25092136, 620790.2892118131 3338269.826118175, 620746.1096806335 3338242.971283719))",2023-06-07 05:00:00+00:00,0.13317128750474744,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,13583.471325484239,NA,NA
